time,current_response_time_percentile_50,current_response_time_percentile_95,current_response_time_average,current_max_response_time,current_min_response_time,current_fail_per_sec,fail_ratio,total_rps,user_count,avg_response_time,current_rps,max_response_time,median_response_time,min_response_time,num_failures,num_requests,custom_cpu_redis-cart,custom_monitored_count_redis-cart,custom_kubernetes_redis-cart_ordered,custom_kubernetes_redis-cart_ready,elapsed,elapsed_min
1619153511.9441745,20.0,55.0,26,120,11,0.0,0.0,11.4,50,135.7242400302215,11.4,1424.0,18.0,10.0,0,705,4.019831065914269,2,2,2,52.036128520965576,0.8672688086827596
1619153513.9776092,20.0,55.0,26,120,11,0.0,0.0,11.4,50,135.7242400302215,11.4,1424.0,18.0,10.0,0,705,4.019831065914269,2,2,2,54.069563150405884,0.901159385840098
1619153516.0178998,31.0,62.0,36,130,13,0.0,0.0,9.8,50,131.5605487981145,9.8,1424.0,19.0,10.0,0,741,4.046887865188238,2,2,2,56.109853744506836,0.935164229075114
1619153518.1499703,38.0,73.0,39,130,13,0.0,0.0,10.1,50,129.3879431267312,10.1,1424.0,19.0,10.0,0,761,4.046887865188238,2,2,2,58.24192428588867,0.9706987380981446
1619153519.9495523,41.0,120.0,47,410,13,0.0,0.0,8.7,53,127.09367428841176,8.7,1424.0,19.0,10.0,0,787,3.708474151639321,2,2,2,60.04150629043579,1.0006917715072632
1619153521.9515076,41.0,120.0,47,410,13,0.0,0.0,8.7,53,127.09367428841176,8.7,1424.0,19.0,10.0,0,787,3.708474151639321,2,2,2,62.043461561203,1.0340576926867167
1619153523.9541678,190.0,730.0,254,840,15,0.0,0.0,17.9,100,163.26955956764044,17.9,1424.0,22.0,10.0,0,957,3.708474151639321,2,2,2,64.04612183570862,1.067435363928477
1619153525.9570394,140.0,720.0,235,840,11,0.0,0.0,22.8,100,158.20220154265513,22.8,1424.0,23.0,10.0,0,995,3.6830684487126213,2,2,2,66.04899334907532,1.100816555817922
1619153527.9563138,140.0,720.0,235,840,11,0.0,0.0,22.8,100,158.20220154265513,22.8,1424.0,23.0,10.0,0,995,3.6830684487126213,2,2,2,68.04826784133911,1.134137797355652
1619153529.9581652,37.0,690.0,192,840,11,0.0,0.0,27.0,100,145.543263928834,27.0,1424.0,22.0,10.0,0,1097,4.276924028493076,2,2,2,70.05011916160583,1.167501986026764
1619153531.9536924,37.0,690.0,192,840,11,0.0,0.0,27.0,100,145.543263928834,27.0,1424.0,22.0,10.0,0,1097,4.276924028493076,2,2,2,72.04564642906189,1.2007607738176982
1619153533.9667158,18.0,59.0,23,85,10,0.0,0.0,24.4,100,134.62754235404893,24.4,1424.0,21.0,10.0,0,1204,4.276924028493076,2,2,2,74.05866980552673,1.2343111634254456
1619153535.9576533,18.0,59.0,23,85,10,0.0,0.0,24.4,100,134.62754235404893,24.4,1424.0,21.0,10.0,0,1204,4.276924028493076,2,2,2,76.0496072769165,1.267493454615275
1619153537.9635983,17.0,51.0,22,85,10,0.0,0.0,25.5,100,126.12768457121545,25.5,1424.0,20.0,10.0,0,1301,4.276924028493076,2,2,2,78.0555522441864,1.30092587073644
1619153539.9774458,17.0,51.0,22,85,10,0.0,0.0,25.5,100,126.12768457121545,25.5,1424.0,20.0,10.0,0,1301,4.276924028493076,2,2,2,80.0693998336792,1.3344899972279867
1619153541.9668632,17.0,55.0,22,85,11,0.0,0.0,25.4,100,119.45668039836735,25.4,1424.0,20.0,10.0,0,1389,4.276924028493076,2,2,2,82.05881714820862,1.3676469524701436
1619153543.9641073,17.0,55.0,22,85,11,0.0,0.0,25.4,100,119.45668039836735,25.4,1424.0,20.0,10.0,0,1389,4.276924028493076,2,2,2,84.05606126785278,1.400934354464213
1619153545.9694111,19.0,64.0,25,110,11,0.0,0.0,23.7,100,114.40630590475006,23.7,1424.0,20.0,10.0,0,1476,4.242223086102276,2,2,2,86.06136512756348,1.4343560854593913
1619153547.9734647,21.0,67.0,27,110,11,0.0,0.0,22.9,100,111.56001024443759,22.9,1424.0,20.0,10.0,0,1526,4.242223086102276,2,2,2,88.06541872024536,1.467756978670756
1619153549.9725537,21.0,67.0,27,110,11,0.0,0.0,22.9,100,111.56001024443759,22.9,1424.0,20.0,10.0,0,1526,4.957918242524133,2,2,2,90.06450772285461,1.5010751287142436
